NONCTLTRTSETID,PlantSpecies2018,FungalGenus2018,EMF_ORIGIN_TED,EMF_ORIGIN_ALT,Hoeksema2018,EXPERIMENTID,CTLTRTSETID,LASTNAME1,LASTNAME2,PAPERYEAR,JOURNALNAME,PAPERTITLE,PAPERDATASOURCENAME,EFFECTSIZE1,ESTVAR1,ESTVAR3,ctrl_mass,ctrl_reps,ctrl_sd,trt_mass,trt_reps,trt_sd,PlantFamily,PlantSpecies,PlantSpeciesMar2017,FungalGenus,PLANTLIFEHISTORY,FUNGROUP,NONMYCOCONTROL,NONMYCOCONTROL2,FERTP,FERTN,INOC.COMPLEXITY,STERILIZED,MYCORRHIZAETYPE,LOCATION,DOMESTICATED,Rua2016,Rua2017,Loc_Ad_appropriate,LA_Code,Plant_Lat,Plant_Long,Fung_Lat,Fung_Long,Soil_Lat,Soil_Long,AM_single_genus,EM_single_genus,Karst2018
9526,prosopis_juliflora,funneliformis,NA,NA,YES,762,9527,Sidhu,Behl,1997,Symbiosis,Response of three Glomus species on growth of Prosopis juliflora Swartz at High pH levels,Sept 2010 Main Search,0.646230261,0.25,NA,2.4,8,NA,4.58,8,NA,fabaceae,prosopis_juliflora,NA,funneliformis,perennial,Nfixwood,none,mics_not_added,Pno,Nno,Single,STERyes,AM,lab,WILD,YES,NO,YES,G,26.857058,80.943192,26.857058,80.943192,NA,NA,YES,NO,NO
9528,hakea_preissii,NA,NA,NA,YES,761,9531,Standish,Stokes,2007,Environmental and Experimental Botany,Seedling responses to phosphate addition and inoculation with arbuscular mycorrhizas and the implications for old-field restoration in Western Australia. ,Sept 2010 Main Search,0,0.5,NA,0.59,4,NA,0.59,4,NA,proteaceae,hakea_preissii,NA,NA,perennial,Nfixwood,none,mics_not_added,Pno,Nno,Multi,STERyes,AM,lab,WILD,YES,NO,YES,D,-31.654531,116.670517,-31.33333,117.733333,-31.33333,117.733333,NO,NO,NO
9529,hakea_preissii,NA,NA,NA,YES,761,9532,Standish,Stokes,2007,Environmental and Experimental Botany,Seedling responses to phosphate addition and inoculation with arbuscular mycorrhizas and the implications for old-field restoration in Western Australia. ,Sept 2010 Main Search,0,0.5,NA,0.52,4,NA,0.52,4,NA,proteaceae,hakea_preissii,NA,NA,perennial,Nfixwood,none,mics_not_added,Pno,Nno,Multi,STERyes,AM,lab,WILD,YES,NO,YES,D,-31.654531,116.670517,-31.33333,117.733333,-31.33333,117.733333,NO,NO,NO
9530,hakea_preissii,NA,NA,NA,YES,761,9533,Standish,Stokes,2007,Environmental and Experimental Botany,Seedling responses to phosphate addition and inoculation with arbuscular mycorrhizas and the implications for old-field restoration in Western Australia. ,Sept 2010 Main Search,0,0.5,NA,0.46,4,NA,0.46,4,NA,proteaceae,hakea_preissii,NA,NA,perennial,Nfixwood,none,mics_not_added,Pno,Nno,Multi,STERyes,AM,lab,WILD,YES,NO,YES,D,-31.654531,116.670517,-31.33333,117.733333,-31.33333,117.733333,NO,NO,NO
9534,prosopis_juliflora,glomus,NA,NA,YES,763,9537,Sidhu,Behl,1997,Symbiosis,Response of three Glomus species on growth of Prosopis juliflora Swartz at High pH levels,Sept 2010 Main Search,0.732367894,0.25,NA,1,8,NA,2.08,8,NA,fabaceae,prosopis_juliflora,NA,glomus,perennial,Nfixwood,none,mics_not_added,Pno,Nno,Single,STERyes,AM,lab,WILD,YES,NO,YES,G,26.857058,80.943192,18.520928,73.856906,NA,NA,YES,NO,NO
9535,prosopis_juliflora,rhizophagus,NA,NA,YES,763,9537,Sidhu,Behl,1997,Symbiosis,Response of three Glomus species on growth of Prosopis juliflora Swartz at High pH levels,Sept 2010 Main Search,0.97455964,0.25,NA,1,8,NA,2.65,8,NA,fabaceae,prosopis_juliflora,NA,rhizoglomus,perennial,Nfixwood,none,mics_not_added,Pno,Nno,Single,STERyes,AM,lab,WILD,YES,NO,YES,F,26.857058,80.943192,26.857058,80.943192,NA,NA,YES,NO,NO
9536,prosopis_juliflora,funneliformis,NA,NA,YES,763,9537,Sidhu,Behl,1997,Symbiosis,Response of three Glomus species on growth of Prosopis juliflora Swartz at High pH levels,Sept 2010 Main Search,0.985816795,0.25,NA,1,8,NA,2.68,8,NA,fabaceae,prosopis_juliflora,NA,funneliformis,perennial,Nfixwood,none,mics_not_added,Pno,Nno,Single,STERyes,AM,lab,WILD,YES,NO,YES,G,26.857058,80.943192,26.857058,80.943192,NA,NA,YES,NO,NO
9538,panicum_virgatum,rhizophagus,NA,NA,YES,757,9554,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,4.304129595,2,NA,16.76,1,NA,1240.32,1,NA,poaceae,panicum_virgatum,NA,rhizoglomus,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9539,panicum_virgatum,rhizophagus,NA,NA,YES,757,9554,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,-0.222994398,2,NA,16.76,1,NA,13.41,1,NA,poaceae,panicum_virgatum,NA,rhizoglomus,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9540,panicum_virgatum,gigaspora,NA,NA,YES,757,9554,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,0.185201257,2,NA,16.76,1,NA,20.17,1,NA,poaceae,panicum_virgatum,NA,gigaspora,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9541,panicum_virgatum,gigaspora,NA,NA,YES,757,9554,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,2.177406039,2,NA,16.76,1,NA,147.88,1,NA,poaceae,panicum_virgatum,NA,gigaspora,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9542,panicum_virgatum,claroideoglomus,NA,NA,YES,757,9554,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,3.253058164,2,NA,16.76,1,NA,433.57,1,NA,poaceae,panicum_virgatum,NA,claroideoglomus,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9543,panicum_virgatum,gigaspora,NA,NA,YES,757,9554,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,3.334949631,2,NA,16.76,1,NA,470.57,1,NA,poaceae,panicum_virgatum,NA,gigaspora,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9544,panicum_virgatum,acaulospora,NA,NA,YES,757,9554,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,3.474664451,2,NA,16.76,1,NA,541.13,1,NA,poaceae,panicum_virgatum,NA,acaulospora,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9545,panicum_virgatum,rhizophagus,NA,NA,YES,757,9554,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,4.126662721,2,NA,16.76,1,NA,1038.63,1,NA,poaceae,panicum_virgatum,NA,rhizoglomus,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9546,panicum_virgatum,rhizophagus,NA,NA,YES,757,9555,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,3.467854145,2,NA,22.99,1,NA,737.24,1,NA,poaceae,panicum_virgatum,NA,rhizoglomus,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9547,panicum_virgatum,rhizophagus,NA,NA,YES,757,9555,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,2.405458831,2,NA,22.99,1,NA,254.81,1,NA,poaceae,panicum_virgatum,NA,rhizoglomus,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9548,panicum_virgatum,gigaspora,NA,NA,YES,757,9555,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,-0.03047266,2,NA,22.99,1,NA,22.3,1,NA,poaceae,panicum_virgatum,NA,gigaspora,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9549,panicum_virgatum,gigaspora,NA,NA,YES,757,9555,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,2.637066908,2,NA,22.99,1,NA,321.22,1,NA,poaceae,panicum_virgatum,NA,gigaspora,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9550,panicum_virgatum,claroideoglomus,NA,NA,YES,757,9555,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,3.326971179,2,NA,22.99,1,NA,640.36,1,NA,poaceae,panicum_virgatum,NA,claroideoglomus,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9551,panicum_virgatum,gigaspora,NA,NA,YES,757,9555,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,3.255768404,2,NA,22.99,1,NA,596.35,1,NA,poaceae,panicum_virgatum,NA,gigaspora,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9552,panicum_virgatum,acaulospora,NA,NA,YES,757,9555,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,3.130070757,2,NA,22.99,1,NA,525.91,1,NA,poaceae,panicum_virgatum,NA,acaulospora,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9553,panicum_virgatum,rhizophagus,NA,NA,YES,757,9555,Clark,Zeto,1999,Soil Biology and Biochemistry,Arbuscular mycorrhizal fungal isolate effectiveness on growth and root colonization of Panicum virgatum in acidic soil,Sept 2010 Main Search,3.376819711,2,NA,22.99,1,NA,673.09,1,NA,poaceae,panicum_virgatum,NA,rhizoglomus,perennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9601,morus_alba,rhizophagus,NA,NA,YES,764,9603,Mamatha,Bagyaraj,2002,Mycorrhiza,Inoculation of field-established mulberry and papaya with arbuscular mycorrhizal fungi and a mycorrhiza helper bacterium,2004 Search,0.092115289,0.166666667,NA,11.4,12,NA,12.5,12,NA,moraceae,morus_alba,NA,rhizoglomus,perennial,nonNwood,microbial wash,microbes_added,Pyes,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9604,zea_mays,NA,NA,NA,YES,766,9609,Beyene,Ricken,1996,Journal of Applied Botany - Angewandte Botanik,Effects of arbuscular mycorrhizal fungus on dry matter yield as well as P and K concentrations in Maize (Zea mays L),Sept 2010 Main Search,-0.100777933,0.5,NA,169.82,4,NA,153.54,4,NA,poaceae,zea_mays,NA,NA,annual_biennial,C4grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
9605,zea_mays,NA,NA,NA,YES,766,9610,Beyene,Ricken,1996,Journal of Applied Botany - Angewandte Botanik,Effects of arbuscular mycorrhizal fungus on dry matter yield as well as P and K concentrations in Maize (Zea mays L),Sept 2010 Main Search,-0.114044794,0.5,NA,173.22,4,NA,154.55,4,NA,poaceae,zea_mays,NA,NA,annual_biennial,C4grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
9606,zea_mays,NA,NA,NA,YES,766,9611,Beyene,Ricken,1996,Journal of Applied Botany - Angewandte Botanik,Effects of arbuscular mycorrhizal fungus on dry matter yield as well as P and K concentrations in Maize (Zea mays L),Sept 2010 Main Search,0.026260273,0.5,NA,154.84,4,NA,158.96,4,NA,poaceae,zea_mays,NA,NA,annual_biennial,C4grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
9607,zea_mays,NA,NA,NA,YES,766,9612,Beyene,Ricken,1996,Journal of Applied Botany - Angewandte Botanik,Effects of arbuscular mycorrhizal fungus on dry matter yield as well as P and K concentrations in Maize (Zea mays L),Sept 2010 Main Search,-0.077466198,0.5,NA,140.19,4,NA,129.74,4,NA,poaceae,zea_mays,NA,NA,annual_biennial,C4grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
9608,zea_mays,NA,NA,NA,YES,766,9613,Beyene,Ricken,1996,Journal of Applied Botany - Angewandte Botanik,Effects of arbuscular mycorrhizal fungus on dry matter yield as well as P and K concentrations in Maize (Zea mays L),Sept 2010 Main Search,-0.136612262,0.5,NA,66.41,4,NA,57.93,4,NA,poaceae,zea_mays,NA,NA,annual_biennial,C4grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
9624,citrus_aurantium,rhizophagus,NA,NA,YES,768,9635,Ortas,Ortakci,2002,Journal of Plant Nutrition,Mycorrhizal dependency of sour orange in relation to phosphorus and zinc nutrition,Sept 2010 Main Search,2.225148211,0.666666667,NA,4.12,3,NA,38.13,3,NA,rutaceae,citrus_aurantium,NA,rhizoglomus,perennial,nonNwood,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9625,citrus_aurantium,rhizophagus,NA,NA,YES,768,9639,Ortas,Ortakci,2002,Journal of Plant Nutrition,Mycorrhizal dependency of sour orange in relation to phosphorus and zinc nutrition,Sept 2010 Main Search,1.976690117,0.666666667,NA,5.21,3,NA,37.61,3,NA,rutaceae,citrus_aurantium,NA,rhizoglomus,perennial,nonNwood,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9626,citrus_aurantium,rhizophagus,NA,NA,YES,768,9638,Ortas,Ortakci,2002,Journal of Plant Nutrition,Mycorrhizal dependency of sour orange in relation to phosphorus and zinc nutrition,Sept 2010 Main Search,2.702278179,0.666666667,NA,2.78,3,NA,41.46,3,NA,rutaceae,citrus_aurantium,NA,rhizoglomus,perennial,nonNwood,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9627,citrus_aurantium,rhizophagus,NA,NA,YES,768,9636,Ortas,Ortakci,2002,Journal of Plant Nutrition,Mycorrhizal dependency of sour orange in relation to phosphorus and zinc nutrition,Sept 2010 Main Search,3.033048129,0.666666667,NA,1.92,3,NA,39.86,3,NA,rutaceae,citrus_aurantium,NA,rhizoglomus,perennial,nonNwood,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9628,citrus_aurantium,rhizophagus,NA,NA,YES,768,9637,Ortas,Ortakci,2002,Journal of Plant Nutrition,Mycorrhizal dependency of sour orange in relation to phosphorus and zinc nutrition,Sept 2010 Main Search,1.621410769,0.666666667,NA,7.14,3,NA,36.13,3,NA,rutaceae,citrus_aurantium,NA,rhizoglomus,perennial,nonNwood,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9629,citrus_aurantium,rhizophagus,NA,NA,YES,768,9641,Ortas,Ortakci,2002,Journal of Plant Nutrition,Mycorrhizal dependency of sour orange in relation to phosphorus and zinc nutrition,Sept 2010 Main Search,2.084449063,0.666666667,NA,4.98,3,NA,40.04,3,NA,rutaceae,citrus_aurantium,NA,rhizoglomus,perennial,nonNwood,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9630,citrus_aurantium,rhizophagus,NA,NA,YES,768,9640,Ortas,Ortakci,2002,Journal of Plant Nutrition,Mycorrhizal dependency of sour orange in relation to phosphorus and zinc nutrition,Sept 2010 Main Search,1.664299563,0.666666667,NA,6.49,3,NA,34.28,3,NA,rutaceae,citrus_aurantium,NA,rhizoglomus,perennial,nonNwood,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9631,citrus_aurantium,rhizophagus,NA,NA,YES,768,9633,Ortas,Ortakci,2002,Journal of Plant Nutrition,Mycorrhizal dependency of sour orange in relation to phosphorus and zinc nutrition,Sept 2010 Main Search,2.495563944,0.666666667,NA,2.8,3,NA,33.96,3,NA,rutaceae,citrus_aurantium,NA,rhizoglomus,perennial,nonNwood,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9632,citrus_aurantium,rhizophagus,NA,NA,YES,768,9634,Ortas,Ortakci,2002,Journal of Plant Nutrition,Mycorrhizal dependency of sour orange in relation to phosphorus and zinc nutrition,Sept 2010 Main Search,1.362639439,0.666666667,NA,9.09,3,NA,35.51,3,NA,rutaceae,citrus_aurantium,NA,rhizoglomus,perennial,nonNwood,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9642,cucumis_sativus,claroideoglomus,NA,NA,YES,769,9644,Hao,Christie,2005,Journal of Plant Nutrition,Control of fusarium wilt of cucumber seedlings by inoculation with an arbuscular mycorrhical fungus,Sept 2010 Main Search,0.231468928,0.666666667,NA,3.11,3,NA,3.92,3,NA,cucurbitaceae,cucumis_sativus,NA,claroideoglomus,annual_biennial,nonNforb,none,mics_not_added,Pno,Nno,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,YES,I,39.121078,117.214389,38.03725,114.469258,NA,NA,YES,NO,NO
9643,cucumis_sativus,claroideoglomus,NA,NA,YES,769,9645,Hao,Christie,2005,Journal of Plant Nutrition,Control of fusarium wilt of cucumber seedlings by inoculation with an arbuscular mycorrhical fungus,Sept 2010 Main Search,0.1796225,0.666666667,NA,3.71,3,NA,4.44,3,NA,cucurbitaceae,cucumis_sativus,NA,claroideoglomus,annual_biennial,nonNforb,none,mics_not_added,Pno,Nno,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,YES,I,39.121078,117.214389,38.03725,114.469258,NA,NA,YES,NO,NO
9646,cupressus_atlantica,NA,NA,NA,YES,770,9647,Ouahmane,Hafidi,2007,Journal of Applied Microbiology,Improvement of Cupressus atlantica Gaussen growth by inoculation with native arbuscular mycorrhizal fungi,Sept 2010 Main Search,0.487159999,0.05,0.045723592,1163,40,392.1224299,1893,40,2479.225686,cupressaceae,cupressus_atlantica,NA,NA,perennial,nonNwood,none,mics_not_added,Pno,Nno,Whole,STERyes,AM,lab,WILD,NO,NO,YES,L,NA,NA,31.909444,-8.283889,31.909444,-8.283889,NO,NO,NO
9648,zea_mays,funneliformis,NA,NA,YES,771,9654,Omar, ,1995,Folia Microbiol,Growth effects of the vesicular-arbuscular mycorrhizal fungus Glomus constrictum on maize plants in pot trials,Sept 2010 Main Search,0.356674944,0.666666667,NA,4.2,3,NA,6,3,NA,poaceae,zea_mays,NA,septoglomus,annual_biennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9649,zea_mays,funneliformis,NA,NA,YES,771,9655,Omar, ,1995,Folia Microbiol,Growth effects of the vesicular-arbuscular mycorrhizal fungus Glomus constrictum on maize plants in pot trials,Sept 2010 Main Search,0.327687407,0.666666667,NA,4.9,3,NA,6.8,3,NA,poaceae,zea_mays,NA,septoglomus,annual_biennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9650,zea_mays,funneliformis,NA,NA,YES,771,9656,Omar, ,1995,Folia Microbiol,Growth effects of the vesicular-arbuscular mycorrhizal fungus Glomus constrictum on maize plants in pot trials,Sept 2010 Main Search,0.366244395,0.666666667,NA,5.2,3,NA,7.5,3,NA,poaceae,zea_mays,NA,septoglomus,annual_biennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9651,zea_mays,funneliformis,NA,NA,YES,771,9657,Omar, ,1995,Folia Microbiol,Growth effects of the vesicular-arbuscular mycorrhizal fungus Glomus constrictum on maize plants in pot trials,Sept 2010 Main Search,0.485507816,0.666666667,NA,4.8,3,NA,7.8,3,NA,poaceae,zea_mays,NA,septoglomus,annual_biennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9652,zea_mays,funneliformis,NA,NA,YES,771,9658,Omar, ,1995,Folia Microbiol,Growth effects of the vesicular-arbuscular mycorrhizal fungus Glomus constrictum on maize plants in pot trials,Sept 2010 Main Search,0.542864978,0.666666667,NA,4.3,3,NA,7.4,3,NA,poaceae,zea_mays,NA,septoglomus,annual_biennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9653,zea_mays,funneliformis,NA,NA,YES,771,9659,Omar, ,1995,Folia Microbiol,Growth effects of the vesicular-arbuscular mycorrhizal fungus Glomus constrictum on maize plants in pot trials,Sept 2010 Main Search,0.42956266,0.666666667,NA,4.1,3,NA,6.3,3,NA,poaceae,zea_mays,NA,septoglomus,annual_biennial,C4grass,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9660,cladium_jamaicense,NA,NA,NA,YES,772,9661,Jayachandran,Shetty,2003,Aquatic Botany,Growth response and phosphorus uptake by arbuscular mycorrhizae of wet prairie sawgrass,Sept 2010 Main Search,0.957839735,0.333333333,NA,3.3,6,NA,8.6,6,NA,cyperaceae,cladium_jamaicense,NA,NA,perennial,C3grass,none,mics_not_added,Pno,Nyes,Whole,STERyes,AM,lab,WILD,YES,NO,YES,A,25.75833,-80.675,25.75833,-80.675,25.75833,-80.675,NO,NO,NO
9662,cladium_jamaicense,NA,NA,NA,YES,773,9663,Jayachandran,Shetty,2003,Aquatic Botany,Growth response and phosphorus uptake by arbuscular mycorrhizae of wet prairie sawgrass,Sept 2010 Main Search,0.133531393,0.333333333,NA,4.2,6,NA,4.8,6,NA,cyperaceae,cladium_jamaicense,NA,NA,perennial,C3grass,none,mics_not_added,Pno,Nyes,Whole,STERyes,AM,lab,WILD,YES,NO,YES,B,25.75833,-80.675,25.75833,-80.675,24.702778,-81.386111,NO,NO,NO
9666,trifolium_subterraneum,rhizophagus,NA,NA,YES,775,9671,Asghari, ,2008,International Journal of Plant Production,Vesicular-arbuscular (VA) mycorrhizae improve salinity tolerance in pre-inoculation subterranean clover (Trifolium subterraneum) seedlings,Sept 2010 Main Search,1.606185035,0.666666667,NA,124.523,3,NA,620.593,3,NA,fabaceae,trifolium_subterraneum,NA,rhizoglomus,annual_biennial,Nfixforb,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9667,trifolium_subterraneum,rhizophagus,NA,NA,YES,775,9672,Asghari, ,2008,International Journal of Plant Production,Vesicular-arbuscular (VA) mycorrhizae improve salinity tolerance in pre-inoculation subterranean clover (Trifolium subterraneum) seedlings,Sept 2010 Main Search,1.639510967,0.666666667,NA,160.263,3,NA,825.779,3,NA,fabaceae,trifolium_subterraneum,NA,rhizoglomus,annual_biennial,Nfixforb,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
9668,trifolium_subterraneum,rhizophagus,NA,NA,YES,775,9673,Asghari, ,2008,International Journal of Plant Production,Vesicular-arbuscular (VA) mycorrhizae improve salinity tolerance in pre-inoculation subterranean clover (Trifolium subterraneum) seedlings,Sept 2010 Main Search,1.710685152,0.666666667,NA,191.857,3,NA,1061.497,3,NA,fabaceae,trifolium_subterraneum,NA,rhizoglomus,annual_biennial,Nfixforb,none,mics_not_added,Pno,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
