NONCTLTRTSETID,PlantSpecies2018,FungalGenus2018,EMF_ORIGIN_TED,EMF_ORIGIN_ALT,Hoeksema2018,EXPERIMENTID,CTLTRTSETID,LASTNAME1,LASTNAME2,PAPERYEAR,JOURNALNAME,PAPERTITLE,PAPERDATASOURCENAME,EFFECTSIZE1,ESTVAR1,ESTVAR3,ctrl_mass,ctrl_reps,ctrl_sd,trt_mass,trt_reps,trt_sd,PlantFamily,PlantSpecies,PlantSpeciesMar2017,FungalGenus,PLANTLIFEHISTORY,FUNGROUP,NONMYCOCONTROL,NONMYCOCONTROL2,FERTP,FERTN,INOC.COMPLEXITY,STERILIZED,MYCORRHIZAETYPE,LOCATION,DOMESTICATED,Rua2016,Rua2017,Loc_Ad_appropriate,LA_Code,Plant_Lat,Plant_Long,Fung_Lat,Fung_Long,Soil_Lat,Soil_Long,AM_single_genus,EM_single_genus,Karst2018
75,medicago_sativa,glomus,NA,NA,YES,5,78,Medina,Probanza,2003,Applied Soil Ecology,Interactions of arbuscular-mycorrhizal fungi and Bacillus Strains and their effects on plant growth. microbial rhizosphere activity (thymidine and leucine incorporation) and fungal biomass (ergosterol and chitin),2004 Search,2.242767189,0.4,NA,104.316,5,NA,982.59,5,NA,fabaceae,medicago_sativa,NA,glomus,perennial,Nfixforb,microbial wash,microbes_added,Pno,Nno,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
76,medicago_sativa,rhizophagus,NA,NA,YES,5,78,Medina,Probanza,2003,Applied Soil Ecology,Interactions of arbuscular-mycorrhizal fungi and Bacillus Strains and their effects on plant growth. microbial rhizosphere activity (thymidine and leucine incorporation) and fungal biomass (ergosterol and chitin),2004 Search,1.953157057,0.4,NA,104.316,5,NA,735.523,5,NA,fabaceae,medicago_sativa,NA,rhizoglomus,perennial,Nfixforb,microbial wash,microbes_added,Pno,Nno,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
77,medicago_sativa,funneliformis,NA,NA,YES,5,78,Medina,Probanza,2003,Applied Soil Ecology,Interactions of arbuscular-mycorrhizal fungi and Bacillus Strains and their effects on plant growth. microbial rhizosphere activity (thymidine and leucine incorporation) and fungal biomass (ergosterol and chitin),2004 Search,1.27491477,0.4,NA,104.316,5,NA,373.284,5,NA,fabaceae,medicago_sativa,NA,funneliformis,perennial,Nfixforb,microbial wash,microbes_added,Pno,Nno,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
79,medicago_sativa,glomus,NA,NA,YES,5,82,Medina,Probanza,2003,Applied Soil Ecology,Interactions of arbuscular-mycorrhizal fungi and Bacillus Strains and their effects on plant growth. microbial rhizosphere activity (thymidine and leucine incorporation) and fungal biomass (ergosterol and chitin),2004 Search,2.419684271,0.4,NA,100.12,5,NA,1125.58,5,NA,fabaceae,medicago_sativa,NA,glomus,perennial,Nfixforb,microbial wash,microbes_added,Pno,Nno,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
80,medicago_sativa,rhizophagus,NA,NA,YES,5,82,Medina,Probanza,2003,Applied Soil Ecology,Interactions of arbuscular-mycorrhizal fungi and Bacillus Strains and their effects on plant growth. microbial rhizosphere activity (thymidine and leucine incorporation) and fungal biomass (ergosterol and chitin),2004 Search,1.880163204,0.4,NA,100.12,5,NA,656.244,5,NA,fabaceae,medicago_sativa,NA,rhizoglomus,perennial,Nfixforb,microbial wash,microbes_added,Pno,Nno,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
81,medicago_sativa,funneliformis,NA,NA,YES,5,82,Medina,Probanza,2003,Applied Soil Ecology,Interactions of arbuscular-mycorrhizal fungi and Bacillus Strains and their effects on plant growth. microbial rhizosphere activity (thymidine and leucine incorporation) and fungal biomass (ergosterol and chitin),2004 Search,1.2216257,0.4,NA,100.12,5,NA,339.677,5,NA,fabaceae,medicago_sativa,NA,funneliformis,perennial,Nfixforb,microbial wash,microbes_added,Pno,Nno,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
83,medicago_sativa,glomus,NA,NA,YES,5,86,Medina,Probanza,2003,Applied Soil Ecology,Interactions of arbuscular-mycorrhizal fungi and Bacillus Strains and their effects on plant growth. microbial rhizosphere activity (thymidine and leucine incorporation) and fungal biomass (ergosterol and chitin),2004 Search,2.230723704,0.4,NA,101.866,5,NA,948.026,5,NA,fabaceae,medicago_sativa,NA,glomus,perennial,Nfixforb,microbial wash,microbes_added,Pno,Nno,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
84,medicago_sativa,rhizophagus,NA,NA,YES,5,86,Medina,Probanza,2003,Applied Soil Ecology,Interactions of arbuscular-mycorrhizal fungi and Bacillus Strains and their effects on plant growth. microbial rhizosphere activity (thymidine and leucine incorporation) and fungal biomass (ergosterol and chitin),2004 Search,1.906690109,0.4,NA,101.866,5,NA,685.637,5,NA,fabaceae,medicago_sativa,NA,rhizoglomus,perennial,Nfixforb,microbial wash,microbes_added,Pno,Nno,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
85,medicago_sativa,funneliformis,NA,NA,YES,5,86,Medina,Probanza,2003,Applied Soil Ecology,Interactions of arbuscular-mycorrhizal fungi and Bacillus Strains and their effects on plant growth. microbial rhizosphere activity (thymidine and leucine incorporation) and fungal biomass (ergosterol and chitin),2004 Search,0.895532118,0.4,NA,101.866,5,NA,249.433,5,NA,fabaceae,medicago_sativa,NA,funneliformis,perennial,Nfixforb,microbial wash,microbes_added,Pno,Nno,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
129,apium_graveolens,rhizophagus,NA,NA,YES,17,128,Rice,Datnoff,2002,Journal of Plant Nutrition,Influence of vesicular-arbuscular mycorrhizae on celery transplant growth and phosphorus-use efficiency,2004 Search,0.102999239,0.333333333,NA,0.424,6,NA,0.47,6,NA,apiaceae,apium_graveolens,NA,rhizoglomus,perennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
130,apium_graveolens,rhizophagus,NA,NA,YES,17,128,Rice,Datnoff,2002,Journal of Plant Nutrition,Influence of vesicular-arbuscular mycorrhizae on celery transplant growth and phosphorus-use efficiency,2004 Search,0.18467727,0.333333333,NA,0.424,6,NA,0.51,6,NA,apiaceae,apium_graveolens,NA,rhizoglomus,perennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
131,apium_graveolens,rhizophagus,NA,NA,YES,17,128,Rice,Datnoff,2002,Journal of Plant Nutrition,Influence of vesicular-arbuscular mycorrhizae on celery transplant growth and phosphorus-use efficiency,2004 Search,0.272831785,0.333333333,NA,0.424,6,NA,0.557,6,NA,apiaceae,apium_graveolens,NA,rhizoglomus,perennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
133,apium_graveolens,rhizophagus,NA,NA,YES,18,132,Rice,Datnoff,2002,Journal of Plant Nutrition,Influence of vesicular-arbuscular mycorrhizae on celery transplant growth and phosphorus-use efficiency,2004 Search,0.30403121,0.333333333,NA,0.273,6,NA,0.37,6,NA,apiaceae,apium_graveolens,NA,rhizoglomus,perennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
134,apium_graveolens,rhizophagus,NA,NA,YES,18,132,Rice,Datnoff,2002,Journal of Plant Nutrition,Influence of vesicular-arbuscular mycorrhizae on celery transplant growth and phosphorus-use efficiency,2004 Search,0.451985124,0.333333333,NA,0.273,6,NA,0.429,6,NA,apiaceae,apium_graveolens,NA,rhizoglomus,perennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
135,apium_graveolens,rhizophagus,NA,NA,YES,18,132,Rice,Datnoff,2002,Journal of Plant Nutrition,Influence of vesicular-arbuscular mycorrhizae on celery transplant growth and phosphorus-use efficiency,2004 Search,0.335948813,0.333333333,NA,0.273,6,NA,0.382,6,NA,apiaceae,apium_graveolens,NA,rhizoglomus,perennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
169,guizotia_abyssinica,glomus,NA,NA,YES,29,170,Saif, ,1983,New Phytologist,The influence of soil aeration on the efficiency of vesicular-arbuscular mycorrhizas. II. Effect of oxygen on growth and mineral uptake in Eupatorium odoratum L.. Sorghum bicolor (L.) Moench and Guizotia abyssinica (L.f.) Cass. inoculated with vesicular a,2004 Search,0.289656407,2,NA,2.53,1,NA,3.38,1,NA,asteraceae,guizotia_abyssinica,NA,glomus,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
171,guizotia_abyssinica,funneliformis,NA,NA,YES,30,173,Saif, ,1983,New Phytologist,The influence of soil aeration on the efficiency of vesicular-arbuscular mycorrhizas. II. Effect of oxygen on growth and mineral uptake in Eupatorium odoratum L.. Sorghum bicolor (L.) Moench and Guizotia abyssinica (L.f.) Cass. inoculated with vesicular a,2004 Search,0.218054482,2,NA,1.97,1,NA,2.45,1,NA,asteraceae,guizotia_abyssinica,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
172,guizotia_abyssinica,funneliformis,NA,NA,YES,30,173,Saif, ,1983,New Phytologist,The influence of soil aeration on the efficiency of vesicular-arbuscular mycorrhizas. II. Effect of oxygen on growth and mineral uptake in Eupatorium odoratum L.. Sorghum bicolor (L.) Moench and Guizotia abyssinica (L.f.) Cass. inoculated with vesicular a,2004 Search,0.358703342,2,NA,1.97,1,NA,2.82,1,NA,asteraceae,guizotia_abyssinica,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
174,sorghum_bicolor,glomus,NA,NA,YES,31,175,Saif, ,1983,New Phytologist,The influence of soil aeration on the efficiency of vesicular-arbuscular mycorrhizas. II. Effect of oxygen on growth and mineral uptake in Eupatorium odoratum L.. Sorghum bicolor (L.) Moench and Guizotia abyssinica (L.f.) Cass. inoculated with vesicular a,2004 Search,0.168939988,2,NA,3.26,1,NA,3.86,1,NA,poaceae,sorghum_bicolor,NA,glomus,annual_biennial,C4grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
176,sorghum_bicolor,funneliformis,NA,NA,YES,32,178,Saif, ,1983,New Phytologist,The influence of soil aeration on the efficiency of vesicular-arbuscular mycorrhizas. II. Effect of oxygen on growth and mineral uptake in Eupatorium odoratum L.. Sorghum bicolor (L.) Moench and Guizotia abyssinica (L.f.) Cass. inoculated with vesicular a,2004 Search,0.122716445,2,NA,3.37,1,NA,3.81,1,NA,poaceae,sorghum_bicolor,NA,funneliformis,annual_biennial,C4grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
177,sorghum_bicolor,funneliformis,NA,NA,YES,32,178,Saif, ,1983,New Phytologist,The influence of soil aeration on the efficiency of vesicular-arbuscular mycorrhizas. II. Effect of oxygen on growth and mineral uptake in Eupatorium odoratum L.. Sorghum bicolor (L.) Moench and Guizotia abyssinica (L.f.) Cass. inoculated with vesicular a,2004 Search,0.133160404,2,NA,3.37,1,NA,3.85,1,NA,poaceae,sorghum_bicolor,NA,funneliformis,annual_biennial,C4grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
180,chloris_gayana,funneliformis,NA,NA,YES,39,179,Bhowmik,Singh,2004,Current Science,Mass multiplication of AM inoculum: Effect of plant growth-promoting rhizobacteria and yeast in rapid culturing of Glomus mosseae,2004 Search,0.983615546,0.666666667,NA,2.24,3,NA,5.99,3,NA,poaceae,chloris_gayana,NA,funneliformis,perennial,C4grass,none,mics_not_added,Pno,Nno,Single,STERyes,AM,lab,FORAGECROP,NO,NO,YES,I,28.632939,77.151183,40.760778,-111.891047,NA,NA,YES,NO,NO
189,petunia_hybrida,NA,NA,NA,YES,42,190,Gaur,Gaur,2000,Scientia Horticulturae,Growth and flowering in Petunia hybrida. Callistephus chinensis and Impatiens balsamina inoculated with mixed AM inocula or chemical fertilizers in a soil of low P fertility,2004 Search,0.271933715,0.333333333,NA,0.64,6,NA,0.84,6,NA,solanaceae,petunia_hybrida,NA,NA,annual_biennial,nonNforb,none,mics_not_added,Pno,Nno,Multi,STERyes,AM,lab,DOMESTICATED,NO,NO,YES,L,NA,NA,28.583333,77.2,28.583333,77.2,NO,NO,NO
191,impatiens_balsamina,NA,NA,NA,YES,43,192,Gaur,Gaur,2000,Scientia Horticulturae,Growth and flowering in Petunia hybrida. Callistephus chinensis and Impatiens balsamina inoculated with mixed AM inocula or chemical fertilizers in a soil of low P fertility,2004 Search,0.149531734,0.333333333,NA,0.62,6,NA,0.72,6,NA,balsaminaceae,impatiens_balsamina,NA,NA,annual_biennial,nonNforb,none,mics_not_added,Pno,Nno,Multi,STERyes,AM,lab,DOMESTICATED,NO,NO,YES,L,NA,NA,28.583333,77.2,28.583333,77.2,NO,NO,NO
193,callistephus_chinensis,NA,NA,NA,YES,44,194,Gaur,Gaur,2000,Scientia Horticulturae,Growth and flowering in Petunia hybrida. Callistephus chinensis and Impatiens balsamina inoculated with mixed AM inocula or chemical fertilizers in a soil of low P fertility,2004 Search,0.230523659,0.333333333,NA,0.27,6,NA,0.34,6,NA,asteraceae,callistephus_chinensis,NA,NA,annual_biennial,nonNforb,none,mics_not_added,Pno,Nno,Multi,STERyes,AM,lab,DOMESTICATED,NO,NO,YES,L,NA,NA,28.583333,77.2,28.583333,77.2,NO,NO,NO
195,petunia_hybrida,NA,NA,NA,YES,45,196,Gaur,Gaur,2000,Scientia Horticulturae,Growth and flowering in Petunia hybrida. Callistephus chinensis and Impatiens balsamina inoculated with mixed AM inocula or chemical fertilizers in a soil of low P fertility,2004 Search,0.31121257,0.333333333,NA,0.63,6,NA,0.86,6,NA,solanaceae,petunia_hybrida,NA,NA,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Multi,STERyes,AM,lab,DOMESTICATED,NO,NO,YES,L,NA,NA,28.583333,77.2,28.583333,77.2,NO,NO,NO
197,impatiens_balsamina,NA,NA,NA,YES,46,198,Gaur,Gaur,2000,Scientia Horticulturae,Growth and flowering in Petunia hybrida. Callistephus chinensis and Impatiens balsamina inoculated with mixed AM inocula or chemical fertilizers in a soil of low P fertility,2004 Search,0.149531734,0.333333333,NA,0.62,6,NA,0.72,6,NA,balsaminaceae,impatiens_balsamina,NA,NA,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Multi,STERyes,AM,lab,DOMESTICATED,NO,NO,YES,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
199,callistephus_chinensis,NA,NA,NA,YES,47,200,Gaur,Gaur,2000,Scientia Horticulturae,Growth and flowering in Petunia hybrida. Callistephus chinensis and Impatiens balsamina inoculated with mixed AM inocula or chemical fertilizers in a soil of low P fertility,2004 Search,0.194156014,0.333333333,NA,0.28,6,NA,0.34,6,NA,asteraceae,callistephus_chinensis,NA,NA,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Multi,STERyes,AM,lab,DOMESTICATED,NO,NO,YES,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
202,cyclamen_persicum,NA,NA,NA,YES,48,201,Dubsky,Sramek,2002,Rostlinna Vyroba,Inoculation of cyclamen (Cyclamen persicum) and poinsettia (Euphorbia pulcherrima) with arbuscular mycorrhizal fungi and Trichoderma harzianum,2004 Search,0.09531018,0.4,NA,20,5,NA,22,5,NA,primulaceae,cyclamen_persicum,NA,NA,perennial,nonNforb,none,mics_not_added,Pyes,Nyes,Multi,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
204,euphorbia_pulcherrima,NA,NA,NA,YES,49,203,Dubsky,Sramek,2002,Rostlinna Vyroba,Inoculation of cyclamen (Cyclamen persicum) and poinsettia (Euphorbia pulcherrima) with arbuscular mycorrhizal fungi and Trichoderma harzianum,2004 Search,0.054067221,0.5,NA,7.2,4,NA,7.6,4,NA,euphorbiaceae,euphorbia_pulcherrima,NA,NA,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Multi,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
228,cyamopsis_tetragonoloba,rhizophagus,NA,NA,YES,52,227,Rao,Tarafdar,1993,Arid Soil Research and Rehabilitation,Role of VAM fungi in nutrient uptake and growth of clusterbean in an arid soil,2004 Search,0.156004248,0.25,NA,7.7,8,NA,9,8,NA,fabaceae,cyamopsis_tetragonoloba,NA,rhizoglomus,annual_biennial,Nfixforb,none,mics_not_added,Pno,Nno,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
229,cyamopsis_tetragonoloba,rhizophagus,NA,NA,YES,52,227,Rao,Tarafdar,1993,Arid Soil Research and Rehabilitation,Role of VAM fungi in nutrient uptake and growth of clusterbean in an arid soil,2004 Search,0.251314428,0.25,NA,7.7,8,NA,9.9,8,NA,fabaceae,cyamopsis_tetragonoloba,NA,rhizoglomus,annual_biennial,Nfixforb,none,mics_not_added,Pno,Nno,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
230,cyamopsis_tetragonoloba,rhizophagus,NA,NA,YES,52,227,Rao,Tarafdar,1993,Arid Soil Research and Rehabilitation,Role of VAM fungi in nutrient uptake and growth of clusterbean in an arid soil,2004 Search,0.110541874,0.25,NA,7.7,8,NA,8.6,8,NA,fabaceae,cyamopsis_tetragonoloba,NA,rhizoglomus,annual_biennial,Nfixforb,none,mics_not_added,Pno,Nno,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
231,cyamopsis_tetragonoloba,rhizophagus,NA,NA,YES,52,227,Rao,Tarafdar,1993,Arid Soil Research and Rehabilitation,Role of VAM fungi in nutrient uptake and growth of clusterbean in an arid soil,2004 Search,0.19948936,0.25,NA,7.7,8,NA,9.4,8,NA,fabaceae,cyamopsis_tetragonoloba,NA,rhizoglomus,annual_biennial,Nfixforb,none,mics_not_added,Pno,Nno,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
232,cyamopsis_tetragonoloba,rhizophagus,NA,NA,YES,52,227,Rao,Tarafdar,1993,Arid Soil Research and Rehabilitation,Role of VAM fungi in nutrient uptake and growth of clusterbean in an arid soil,2004 Search,0.133531393,0.25,NA,7.7,8,NA,8.8,8,NA,fabaceae,cyamopsis_tetragonoloba,NA,rhizoglomus,annual_biennial,Nfixforb,none,mics_not_added,Pno,Nno,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
270,panicum_amarum,claroideoglomus,NA,NA,YES,55,266,Aziz,Sylvia,1992,Soil and Crop Science Society of Florida Proceedings,Mycorrhizal amelioration of the detrimental effect of Biodune on plant growth,2004 Search,-0.098873004,0.25,NA,0.478,8,NA,0.433,8,NA,poaceae,panicum_amarum,NA,claroideoglomus,perennial,C4grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,WILD,YES,NO,YES,D,36.751667,-76.053056,29.861944,-81.273056,29.861944,-81.273056,YES,NO,NO
271,panicum_amarum,claroideoglomus,NA,NA,YES,55,267,Aziz,Sylvia,1992,Soil and Crop Science Society of Florida Proceedings,Mycorrhizal amelioration of the detrimental effect of Biodune on plant growth,2004 Search,1.419817053,0.25,NA,0.022,8,NA,0.091,8,NA,poaceae,panicum_amarum,NA,claroideoglomus,perennial,C4grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,WILD,YES,NO,YES,D,36.751667,-76.053056,29.861944,-81.273056,29.861944,-81.273056,YES,NO,NO
272,panicum_amarum,claroideoglomus,NA,NA,YES,55,268,Aziz,Sylvia,1992,Soil and Crop Science Society of Florida Proceedings,Mycorrhizal amelioration of the detrimental effect of Biodune on plant growth,2004 Search,0.564314309,0.25,NA,0.091,8,NA,0.16,8,NA,poaceae,panicum_amarum,NA,claroideoglomus,perennial,C4grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,WILD,YES,NO,YES,D,36.751667,-76.053056,29.861944,-81.273056,29.861944,-81.273056,YES,NO,NO
273,panicum_amarum,claroideoglomus,NA,NA,YES,55,269,Aziz,Sylvia,1992,Soil and Crop Science Society of Florida Proceedings,Mycorrhizal amelioration of the detrimental effect of Biodune on plant growth,2004 Search,0.684014697,0.25,NA,0.165,8,NA,0.327,8,NA,poaceae,panicum_amarum,NA,claroideoglomus,perennial,C4grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,WILD,YES,NO,YES,D,36.751667,-76.053056,29.861944,-81.273056,29.861944,-81.273056,YES,NO,NO
278,uniola_paniculata,claroideoglomus,NA,NA,YES,58,279,Aziz,Sylvia,1992,Soil and Crop Science Society of Florida Proceedings,Mycorrhizal amelioration of the detrimental effect of Biodune on plant growth,2004 Search,-0.084796537,0.25,NA,0.246,8,NA,0.226,8,NA,poaceae,uniola_paniculata,NA,claroideoglomus,perennial,C3grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,YES,L,NA,NA,29.861944,-81.273056,29.861944,-81.273056,YES,NO,NO
280,uniola_paniculata,claroideoglomus,NA,NA,YES,58,281,Aziz,Sylvia,1992,Soil and Crop Science Society of Florida Proceedings,Mycorrhizal amelioration of the detrimental effect of Biodune on plant growth,2004 Search,0.426084395,0.25,NA,0.064,8,NA,0.098,8,NA,poaceae,uniola_paniculata,NA,claroideoglomus,perennial,C3grass,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,WILD,NO,NO,YES,L,NA,NA,29.861944,-81.273056,29.861944,-81.273056,YES,NO,NO
322,callistephus_chinensis,acaulospora,NA,NA,YES,9,325,Naik,Nalawadi,1995,Scientia Horticulturae,Field responses of China aster (Callistephus chinensis (L) Nees.) cv. 'Ostrich plume' to the inoculation of vesicular-arbuscular mycorrhizal fungi at different phosphorus levels,2004 Search,-0.125163143,0.666666667,NA,34,3,NA,30,3,NA,asteraceae,callistephus_chinensis,NA,acaulospora,annual_biennial,nonNforb,none,mics_not_added,Pno,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,YES,O,NA,NA,-45.859835,170.38689,15.489085,74.984262,YES,NO,NO
323,callistephus_chinensis,gigaspora,NA,NA,YES,9,325,Naik,Nalawadi,1995,Scientia Horticulturae,Field responses of China aster (Callistephus chinensis (L) Nees.) cv. 'Ostrich plume' to the inoculation of vesicular-arbuscular mycorrhizal fungi at different phosphorus levels,2004 Search,0.111225635,0.666666667,NA,34,3,NA,38,3,NA,asteraceae,callistephus_chinensis,NA,gigaspora,annual_biennial,nonNforb,none,mics_not_added,Pno,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,YES,O,NA,NA,-45.859835,170.38689,15.489085,74.984262,YES,NO,NO
324,callistephus_chinensis,sclerocystis,NA,NA,YES,9,325,Naik,Nalawadi,1995,Scientia Horticulturae,Field responses of China aster (Callistephus chinensis (L) Nees.) cv. 'Ostrich plume' to the inoculation of vesicular-arbuscular mycorrhizal fungi at different phosphorus levels,2004 Search,-0.09237332,0.666666667,NA,34,3,NA,31,3,NA,asteraceae,callistephus_chinensis,NA,sclerocystis,annual_biennial,nonNforb,none,mics_not_added,Pno,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,YES,O,NA,NA,-45.859835,170.38689,15.489085,74.984262,YES,NO,NO
326,callistephus_chinensis,acaulospora,NA,NA,YES,9,329,Naik,Nalawadi,1995,Scientia Horticulturae,Field responses of China aster (Callistephus chinensis (L) Nees.) cv. 'Ostrich plume' to the inoculation of vesicular-arbuscular mycorrhizal fungi at different phosphorus levels,2004 Search,0.174353387,0.666666667,NA,21,3,NA,25,3,NA,asteraceae,callistephus_chinensis,NA,acaulospora,annual_biennial,nonNforb,none,mics_not_added,Pno,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,YES,O,NA,NA,-45.859835,170.38689,15.489085,74.984262,YES,NO,NO
327,callistephus_chinensis,gigaspora,NA,NA,YES,9,329,Naik,Nalawadi,1995,Scientia Horticulturae,Field responses of China aster (Callistephus chinensis (L) Nees.) cv. 'Ostrich plume' to the inoculation of vesicular-arbuscular mycorrhizal fungi at different phosphorus levels,2004 Search,0.421213465,0.666666667,NA,21,3,NA,32,3,NA,asteraceae,callistephus_chinensis,NA,gigaspora,annual_biennial,nonNforb,none,mics_not_added,Pno,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,YES,O,NA,NA,-45.859835,170.38689,15.489085,74.984262,YES,NO,NO
328,callistephus_chinensis,sclerocystis,NA,NA,YES,9,329,Naik,Nalawadi,1995,Scientia Horticulturae,Field responses of China aster (Callistephus chinensis (L) Nees.) cv. 'Ostrich plume' to the inoculation of vesicular-arbuscular mycorrhizal fungi at different phosphorus levels,2004 Search,0.287682072,0.666666667,NA,21,3,NA,28,3,NA,asteraceae,callistephus_chinensis,NA,sclerocystis,annual_biennial,nonNforb,none,mics_not_added,Pno,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,YES,O,NA,NA,-45.859835,170.38689,15.489085,74.984262,YES,NO,NO
330,callistephus_chinensis,gigaspora,NA,NA,YES,9,333,Naik,Nalawadi,1995,Scientia Horticulturae,Field responses of China aster (Callistephus chinensis (L) Nees.) cv. 'Ostrich plume' to the inoculation of vesicular-arbuscular mycorrhizal fungi at different phosphorus levels,2004 Search,0.382992252,0.666666667,NA,30,3,NA,44,3,NA,asteraceae,callistephus_chinensis,NA,gigaspora,annual_biennial,nonNforb,none,mics_not_added,Pno,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,YES,O,NA,NA,-45.859835,170.38689,15.489085,74.984262,YES,NO,NO
