"","File","Site","Var_long","var","Level","References","var_notes","Comment"
"1","AND_DIRT_15YR_CN_raw_HMGZD","AND","Treatment_1_level","tx_L1","profile",NA,"CTL=Control untreated; DL=Double litter inputs; DW=Additional wood chip inputs equal to litter input; NL=No litter inputs; NR=No belowground inputs, no roots; NI=No litter or root inputs",NA
